car_id,scraped_at,is_accident_free,inspection_grade,has_sunroof,has_led_lamp,has_parking_sensor,has_rear_camera,has_auto_ac,has_smart_key,has_navigation,has_heated_seat,has_ventilated_seat,has_leather_seat,num_keys,has_tinting,tire_tread_front,tire_tread_rear,region,is_encar_direct,has_warranty
40946901,2025-11-24 18:49:26,0,good,1,1,1,1,1,1,1,1,1,1,,0.0,,,트랙스 크로스오버   1.2 RS 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39943411,2025-11-24 18:49:29,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,스타리아   투어러 11인승 스마트 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40325800,2025-11-24 18:49:31,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,더 뉴 그랜저 IG   2.5 캘리그래피 인천 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40495017,2025-11-24 18:49:33,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40994309,2025-11-24 18:49:36,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,뷰티풀 코란도   가솔린 1.5 2WD C5 플러스 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
41004840,2025-11-24 18:49:39,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,더 뉴 렉스턴 스포츠 칸   디젤 2.2 4WD 프레스티지 인천 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39205025,2025-11-24 18:49:41,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40759685,2025-11-24 18:49:43,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,스타리아   투어러 11인승 스마트 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39020241,2025-11-24 18:49:45,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,더 K9   3.3 T-GDI AWD 마스터즈 Ⅲ 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40328146,2025-11-24 18:49:47,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,K7 프리미어   2.5 GDI 노블레스 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39942631,2025-11-24 18:49:50,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,스타리아   투어러 11인승 스마트 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39973527,2025-11-24 18:49:52,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,리얼 뉴 콜로라도   3.6 Z71-X 미드나잇 4WD 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39583380,2025-11-24 18:49:54,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,G80   3.3 GDI 럭셔리 인천 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40074286,2025-11-24 18:49:57,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,스타리아   카고 5인승 스마트 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40799797,2025-11-24 18:50:00,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40599193,2025-11-24 18:50:03,0,excellent,1,1,1,1,1,1,1,1,1,1,,0.0,,,더 뉴 그랜저 IG 하이브리드   프리미엄 서울 중고차 : 엔카 - 드림카 플랫폼 엔카,1,1
40129305,2025-11-24 18:50:04,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40945120,2025-11-24 18:50:07,0,good,1,1,1,1,1,1,1,1,1,1,,0.0,,,트랙스 크로스오버   1.2 RS 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39701160,2025-11-24 18:50:10,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
41001110,2025-11-24 18:50:12,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,더 뉴 니로   1.6 HEV 노블레스 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40930965,2025-11-24 18:50:15,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40978136,2025-11-24 18:50:17,0,excellent,1,0,1,1,1,1,1,1,1,1,,0.0,,,콜로라도   3.6 익스트림-X 4WD 서울 중고차 : 엔카 - 드림카 플랫폼 엔카,1,1
40184252,2025-11-24 18:50:20,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,코나 일렉트릭   프리미엄 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40596807,2025-11-24 18:50:22,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40957025,2025-11-24 18:50:26,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40987790,2025-11-24 18:50:27,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,카니발 4세대   9인승 프레스티지 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40060879,2025-11-24 18:50:30,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,스타리아   카고 5인승 스마트 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40793559,2025-11-24 18:50:33,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40978125,2025-11-24 18:50:36,0,excellent,1,0,1,1,1,1,1,1,1,1,,0.0,,,콜로라도   3.6 익스트림-X 4WD 서울 중고차 : 엔카 - 드림카 플랫폼 엔카,1,1
40916001,2025-11-24 18:50:39,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40168460,2025-11-24 18:50:42,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,코나 일렉트릭   프리미엄 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40547110,2025-11-24 18:50:45,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40592205,2025-11-24 18:50:47,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40518392,2025-11-24 18:50:50,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,K8   3.5 LPG 2WD 노블레스 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40604676,2025-11-24 18:50:53,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,K5 하이브리드 3세대   노블레스 서울 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40990065,2025-11-24 18:50:56,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,더 뉴 카니발   9인승 노블레스 스페셜 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
41007790,2025-11-24 18:50:58,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40953181,2025-11-24 18:51:01,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
38253652,2025-11-24 18:51:04,0,good,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40308080,2025-11-24 18:51:06,0,good,1,0,1,1,1,1,1,1,1,1,,,,,마스터   2.3 13인승 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40413421,2025-11-24 18:51:09,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,뷰티풀 코란도   가솔린 1.5 2WD C7 인천 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40858450,2025-11-24 18:51:11,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,그랜저 IG   2.4 프리미엄 스페셜 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40985487,2025-11-24 18:51:13,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,더 뉴 카니발   9인승 노블레스 스페셜 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40967788,2025-11-24 18:51:16,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,더 뉴 싼타페   디젤 2.2 2WD 프리미엄 초이스 서울 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40518370,2025-11-24 18:51:18,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,K8   3.5 LPG 2WD 노블레스 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40603834,2025-11-24 18:51:20,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,K5 하이브리드 3세대   노블레스 서울 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40992777,2025-11-24 18:51:23,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
39574830,2025-11-24 18:51:25,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,더 뉴 그랜드 스타렉스   어린이보호차 LPi 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40889075,2025-11-24 18:51:28,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40837215,2025-11-24 18:51:31,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,팰리세이드   가솔린 3.8 2WD 익스클루시브 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40452732,2025-11-24 18:51:34,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,넥쏘   프리미엄 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40835817,2025-11-24 18:51:36,0,good,1,1,1,1,1,1,1,1,1,1,,0.0,,,니로 EV   노블레스 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40305483,2025-11-24 18:51:39,0,good,1,0,1,1,1,1,1,1,1,1,,,,,마스터   2.3 13인승 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40189226,2025-11-24 18:51:42,0,normal,1,0,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40758569,2025-11-24 18:51:44,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,디 올 뉴 니로   트렌디 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40887695,2025-11-24 18:51:46,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,K8   2.5 가솔린 2WD 시그니처 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
