car_id,is_accident_free,inspection_grade,has_sunroof,has_navigation,has_leather_seat,has_smart_key,has_rear_camera
40100869,0,good,1,1,1,1,1
39988519,0,normal,1,1,1,1,1
40844952,0,normal,1,1,1,1,1
40878012,0,good,1,1,1,1,1
40821828,0,normal,1,1,1,1,1
38838457,0,good,1,1,1,1,1
40749039,0,good,1,1,1,1,1
40985862,1,normal,1,1,1,1,1
40335131,1,normal,1,1,1,1,1
40163954,0,good,1,1,1,1,1
40688016,0,normal,1,1,1,1,1
40906691,0,normal,1,1,1,1,1
40313838,1,normal,1,1,1,1,1
41023539,0,normal,1,1,1,1,1
40948679,0,normal,1,1,1,1,1
40759540,1,normal,1,1,1,1,1
40948781,0,normal,1,1,1,1,1
40960551,0,normal,1,1,1,1,1
41014422,0,normal,1,1,1,1,1
41032577,0,normal,1,1,1,1,1
40792123,1,normal,1,1,1,1,1
40728131,1,good,1,1,1,1,1
40620267,1,normal,1,1,1,1,1
40247735,1,normal,1,1,1,1,1
38837089,1,normal,1,1,1,1,1
39530978,1,good,1,1,1,1,1
40247751,1,normal,1,1,1,1,1
39361961,1,normal,1,1,1,1,1
40421417,0,good,1,1,1,1,1
40937454,0,good,1,1,1,1,1
40942973,0,normal,1,1,1,1,1
38851248,1,normal,1,1,1,1,1
39044710,0,good,1,1,1,1,1
38990747,1,normal,1,1,1,1,1
39913680,1,good,1,1,1,1,1
40968491,0,good,1,1,1,1,1
40102092,0,good,1,1,1,1,1
40204122,0,good,1,1,1,1,1
40603642,1,normal,1,1,1,1,1
40601142,1,normal,1,1,1,1,1
40609282,1,normal,1,1,1,1,1
40968490,0,good,1,1,1,1,1
38852739,1,normal,1,1,1,1,1
40030754,1,normal,1,1,1,1,1
40824758,0,good,1,1,1,1,1
40844638,1,normal,1,1,1,1,1
40488405,1,normal,1,1,1,1,1
40811037,1,normal,1,1,1,1,1
40780419,1,normal,1,1,1,1,1
40349645,1,normal,1,1,1,1,1
38836956,0,good,1,1,1,1,1
39818041,0,good,1,1,1,1,1
38270989,0,normal,1,1,1,1,1
40951789,0,good,1,1,1,1,1
40516291,1,normal,1,1,1,1,1
40336391,1,normal,1,1,1,1,1
39722392,0,good,1,1,1,1,1
39786384,1,normal,1,1,1,1,1
39953174,0,good,1,1,1,1,1
40855887,1,normal,1,1,1,1,1
40449117,0,good,1,1,1,1,1
39765232,0,good,1,1,1,1,1
40511037,1,normal,1,1,1,1,1
40381841,0,good,1,1,1,1,1
41029152,1,normal,1,1,1,1,1
39891374,0,good,1,1,1,1,1
38354616,0,good,1,1,1,1,1
40568516,1,good,1,1,1,1,1
41012872,0,normal,1,1,1,1,1
40548843,0,good,1,1,1,1,1
40779514,1,normal,1,1,1,1,1
39044885,0,good,1,1,1,1,1
40567555,0,normal,1,1,1,1,1
40096022,1,normal,1,1,1,1,1
40559499,0,good,1,1,1,1,1
40841317,0,normal,1,1,1,1,1
39158969,0,good,1,1,1,1,1
40569744,0,good,1,1,1,1,1
41019439,0,good,1,1,1,1,1
40706187,1,normal,1,1,1,1,1
40691129,0,normal,1,1,1,1,1
40924388,0,good,1,1,1,1,1
40254225,1,normal,1,1,1,1,1
40237130,0,good,1,1,1,1,1
40547959,0,good,1,1,1,1,1
40793771,0,good,1,1,1,1,1
40173374,1,normal,1,1,1,1,1
41023724,0,normal,1,1,1,1,1
40750259,0,normal,1,1,1,1,1
37032727,1,normal,1,1,1,1,1
40792951,1,good,1,1,1,1,1
41021055,0,normal,1,1,1,1,1
41018707,0,normal,1,1,1,1,1
40584255,1,normal,1,1,1,1,1
41020652,0,normal,1,1,1,1,1
40754464,0,normal,1,1,1,1,1
40751551,0,good,1,1,1,1,1
40948530,0,good,1,1,1,1,1
40566969,0,good,1,1,1,1,1
40905615,1,good,1,1,1,1,1
40697441,1,normal,1,1,1,1,1
40661538,0,normal,1,1,1,1,1
40568302,1,normal,1,1,1,1,1
40985845,1,normal,1,1,1,1,1
40530754,0,normal,1,1,1,1,1
40802355,1,normal,1,1,1,1,1
40859093,0,normal,1,1,1,1,1
40629548,1,normal,1,1,1,1,1
40689869,0,normal,1,1,1,1,1
40976470,1,normal,1,1,1,1,1
40737060,1,normal,1,1,1,1,1
40757553,1,normal,1,1,1,1,1
40517826,1,normal,1,1,1,1,1
38861223,0,normal,1,1,1,1,1
40859889,0,normal,1,1,1,1,1
40914060,0,normal,1,1,1,1,1
40834213,1,normal,1,1,1,1,1
40802933,1,normal,1,1,1,1,1
36844164,0,good,1,1,1,1,1
39276568,0,good,1,1,1,1,1
40987225,1,normal,1,1,1,1,1
40800944,1,normal,1,1,1,1,1
40940195,1,normal,1,1,1,1,1
40518956,1,good,1,1,1,1,1
40787386,1,normal,1,1,1,1,1
40494903,0,good,1,1,1,1,1
40945016,0,good,1,1,1,1,1
40791662,0,normal,1,1,1,1,1
40985868,1,normal,1,1,1,1,1
40533146,1,normal,1,1,1,1,1
40764906,0,normal,1,1,1,1,1
40887805,1,normal,1,1,1,1,1
40726598,1,normal,1,1,1,1,1
41019146,1,normal,1,1,1,1,1
40975788,0,good,1,1,1,1,1
40791744,0,normal,1,1,1,1,1
40791233,0,normal,1,1,1,1,1
41008133,1,normal,1,1,1,1,1
40928268,1,normal,1,1,1,1,1
40989441,1,normal,1,1,1,1,1
40989199,1,normal,1,1,1,1,1
40536033,0,normal,1,1,1,1,1
40976728,1,normal,1,1,1,1,1
40051711,0,good,1,1,1,1,1
40829606,0,good,1,1,1,1,1
38457700,0,good,1,1,1,1,1
40954700,0,normal,1,1,1,1,1
40824093,1,normal,1,1,1,1,1
41034121,0,normal,1,1,1,1,1
40488169,0,normal,1,1,1,1,1
40831226,0,normal,1,1,1,1,1
40959023,0,normal,1,1,1,1,1
40979195,0,normal,1,1,1,1,1
41024712,0,normal,1,1,1,1,1
40747607,1,normal,1,1,1,1,1
40489702,1,normal,1,1,1,1,1
41016930,1,normal,1,1,1,1,1
40953654,0,normal,1,1,1,1,1
40199645,1,normal,1,1,1,1,1
40530118,0,normal,1,1,1,1,1
40501707,1,normal,1,1,1,1,1
40763163,0,normal,1,1,1,1,1
40735715,1,normal,1,1,1,1,1
40828649,0,normal,1,1,1,1,1
40830875,0,normal,1,1,1,1,1
40421292,1,normal,1,1,1,1,1
39688846,1,normal,1,1,1,1,1
40902609,0,normal,1,1,1,1,1
40716994,1,normal,1,1,1,1,1
40863806,0,normal,1,1,1,1,1
40738801,0,normal,1,1,1,1,1
40849772,0,normal,1,1,1,1,1
40585364,1,normal,1,1,1,1,1
40664398,0,normal,1,1,1,1,1
40423042,0,good,1,1,1,1,1
41008559,1,normal,1,1,1,1,1
39876079,1,normal,1,1,1,1,1
40879330,1,normal,1,1,1,1,1
40815667,1,good,1,1,1,1,1
41005622,1,normal,1,1,1,1,1
40900312,1,normal,1,1,1,1,1
41017238,1,normal,1,1,1,1,1
40789792,1,normal,1,1,1,1,1
41001153,0,normal,1,1,1,1,1
40098341,1,normal,1,1,1,1,1
40113849,1,normal,1,1,1,1,1
40810308,0,normal,1,1,1,1,1
40593516,1,normal,1,1,1,1,1
41009279,0,normal,1,1,1,1,1
40902389,0,normal,1,1,1,1,1
40846492,1,normal,1,1,1,1,1
40010834,1,normal,1,1,1,1,1
38364644,0,normal,1,1,1,1,1
40224275,0,normal,1,1,1,1,1
38036079,0,normal,1,1,1,1,1
40774854,1,normal,1,1,1,1,1
40693626,0,normal,1,1,1,1,1
40510666,0,normal,1,1,1,1,1
40698991,0,normal,1,1,1,1,1
40894753,0,normal,1,1,1,1,1
39409969,0,normal,1,1,1,1,1
40965576,1,normal,1,1,1,1,1
40557635,0,normal,1,1,1,1,1
39653628,1,normal,1,1,1,1,1
40576326,0,normal,1,1,1,1,1
40662779,0,normal,1,1,1,1,1
37287176,1,normal,1,1,1,1,1
41024109,0,normal,1,1,1,1,1
40925243,0,normal,1,1,1,1,1
41027383,0,normal,1,1,1,1,1
40825828,1,normal,1,1,1,1,1
39110537,1,normal,1,1,1,1,1
37287175,1,normal,1,1,1,1,1
40949166,0,good,1,1,1,1,1
40792413,0,normal,1,1,1,1,1
41023787,0,normal,1,1,1,1,1
38482291,1,normal,1,1,1,1,1
40267610,0,normal,1,1,1,1,1
40523533,0,normal,1,1,1,1,1
41013938,0,normal,1,1,1,1,1
40499243,0,normal,1,1,1,1,1
40807139,0,normal,1,1,1,1,1
39928483,0,normal,1,1,1,1,1
40622136,0,normal,1,1,1,1,1
39465718,0,good,1,1,1,1,1
40856491,0,normal,1,1,1,1,1
40755340,0,normal,1,1,1,1,1
40724014,1,normal,1,1,1,1,1
40688465,0,normal,1,1,1,1,1
41017857,1,normal,1,1,1,1,1
40905874,0,normal,1,1,1,1,1
40826743,1,normal,1,1,1,1,1
40594078,1,normal,1,1,1,1,1
40745893,1,normal,1,1,1,1,1
40958723,1,normal,1,1,1,1,1
40619177,1,normal,1,1,1,1,1
40891238,1,normal,1,1,1,1,1
40166143,1,normal,1,1,1,1,1
40697403,1,normal,1,1,1,1,1
40952161,1,normal,1,1,1,1,1
40834572,1,normal,1,1,1,1,1
40934484,0,normal,1,1,1,1,1
40969771,1,normal,1,1,1,1,1
41013402,0,good,1,1,1,1,1
40881820,0,normal,1,1,1,1,1
40991399,0,good,1,1,1,1,1
40628964,1,normal,1,1,1,1,1
40827087,1,normal,1,1,1,1,1
41022305,1,normal,1,1,1,1,1
40990482,0,normal,1,1,1,1,1
40240804,0,normal,1,1,1,1,1
40246257,0,normal,1,1,1,1,1
40921882,1,normal,1,1,1,1,1
39890578,0,normal,1,1,1,1,1
39569587,1,normal,1,1,1,1,1
40621390,0,normal,1,1,1,1,1
40418994,1,normal,1,1,1,1,1
40894518,0,good,1,1,1,1,1
40536486,0,normal,1,1,1,1,1
41024339,0,normal,1,1,1,1,1
40808384,0,normal,1,1,1,1,1
40806810,0,normal,1,1,1,1,1
40145957,0,normal,1,1,1,1,1
40248199,0,normal,1,1,1,1,1
40078502,0,normal,1,1,1,1,1
39567831,0,normal,1,1,1,1,1
40845727,0,normal,1,1,1,1,1
40790994,0,normal,1,1,1,1,1
38221603,1,normal,1,1,1,1,1
40776253,1,normal,1,1,1,1,1
40782147,0,normal,1,1,1,1,1
40586610,0,normal,1,1,1,1,1
39924825,0,normal,1,1,1,1,1
40744928,1,normal,1,1,1,1,1
40936558,0,normal,1,1,1,1,1
40863279,0,normal,1,1,1,1,1
40648726,0,normal,1,1,1,1,1
40684881,0,normal,1,1,1,1,1
40752958,1,normal,1,1,1,1,1
40687366,0,normal,1,1,1,1,1
40460753,0,normal,1,1,1,1,1
40909497,1,normal,1,1,1,1,1
40551212,0,normal,1,1,1,1,1
40730785,0,normal,1,1,1,1,1
39219742,0,normal,1,1,1,1,1
39512726,0,normal,1,1,1,1,1
38349721,1,normal,1,1,1,1,1
39897580,0,normal,1,1,1,1,1
40375852,0,normal,1,1,1,1,1
40957543,0,normal,1,1,1,1,1
40819041,1,normal,1,1,1,1,1
40873630,0,normal,1,1,1,1,1
40341856,0,normal,1,1,1,1,1
39872290,1,normal,1,1,1,1,1
40731288,1,good,1,1,1,1,1
38913517,0,normal,1,1,1,1,1
39704188,1,normal,1,1,1,1,1
39747188,0,normal,1,1,1,1,1
40287258,0,normal,1,1,1,1,1
40749779,1,normal,1,1,1,1,1
40426977,1,normal,1,1,1,1,1
40531860,1,normal,1,1,1,1,1
40449324,0,normal,1,1,1,1,1
40719833,0,normal,1,1,1,1,1
40287194,0,normal,1,1,1,1,1
40694511,1,normal,1,1,1,1,1
40085063,1,normal,1,1,1,1,1
40963010,0,normal,1,1,1,1,1
37771593,0,normal,1,1,1,1,1
39911102,0,normal,1,1,1,1,1
40845871,0,normal,1,1,1,1,1
39607203,0,normal,1,1,1,1,1
40225384,1,normal,1,1,1,1,1
40662094,1,normal,1,1,1,1,1
40567830,0,normal,1,1,1,1,1
40991935,0,normal,1,1,1,1,1
40803949,0,normal,1,1,1,1,1
40967427,0,normal,1,1,1,1,1
41019321,0,normal,1,1,1,1,1
41018404,0,normal,1,1,1,1,1
41020008,0,normal,1,1,1,1,1
41020058,0,normal,1,1,1,1,1
40869253,0,normal,1,1,1,1,1
41019592,0,normal,1,1,1,1,1
40869222,0,normal,1,1,1,1,1
40868975,0,normal,1,1,1,1,1
37218663,1,normal,1,1,1,1,1
40656733,1,normal,1,1,1,1,1
40958832,0,normal,1,1,1,1,1
40864234,0,normal,1,1,1,1,1
40959724,0,normal,1,1,1,1,1
40644001,1,normal,1,1,1,1,1
40867655,0,normal,1,1,1,1,1
40532837,1,normal,1,1,1,1,1
40908344,0,normal,1,1,1,1,1
40095309,0,normal,1,1,1,1,1
39411662,0,normal,1,1,1,1,1
40671619,0,normal,1,1,1,1,1
40733865,0,normal,1,1,1,1,1
40621381,0,normal,1,1,1,1,1
40797309,0,normal,1,1,1,1,1
40873543,0,normal,1,1,1,1,1
40075419,0,normal,1,1,1,1,1
39060139,0,normal,1,1,1,1,1
41021837,0,normal,0,0,0,0,0
40722691,0,normal,1,1,1,1,1
40370433,0,normal,1,1,1,1,1
40715913,1,normal,1,1,1,1,1
40840763,0,normal,0,0,0,0,0
40838851,0,normal,1,1,1,1,1
40680671,0,normal,1,1,1,1,1
38053016,0,normal,1,1,1,1,1
40833193,0,normal,0,0,0,0,0
39398976,0,normal,1,1,1,1,1
40908635,0,normal,1,1,1,1,1
38642099,1,normal,1,1,1,1,1
41016561,0,normal,1,1,1,1,1
39353080,0,normal,1,1,1,1,1
39043399,0,normal,1,1,1,1,1
40741108,0,normal,1,1,1,1,1
40381186,0,normal,1,1,1,1,1
38992649,0,normal,1,1,1,1,1
40681578,0,normal,1,1,1,1,1
40965395,0,normal,1,1,1,1,1
40663176,0,normal,1,1,1,1,1
39313926,0,normal,1,1,1,1,1
40581224,0,normal,1,1,1,1,1
40863476,0,normal,1,1,1,1,1
40966727,0,normal,1,1,1,1,1
39018953,0,normal,1,1,1,1,1
39132720,0,normal,1,1,1,1,1
40030869,0,normal,1,1,1,1,1
40863478,0,normal,1,1,1,1,1
36435112,0,normal,1,1,1,1,1
40778800,0,normal,1,1,1,1,1
40619149,0,normal,1,1,1,1,1
40902884,0,normal,1,1,1,1,1
39704326,0,normal,1,1,1,1,1
39533090,0,normal,1,1,1,1,1
40615983,0,normal,1,1,1,1,1
40565625,0,normal,1,1,1,1,1
40419454,1,normal,1,1,1,1,1
38959476,0,normal,1,1,1,1,1
40513032,0,normal,1,1,1,1,1
39539774,0,normal,1,1,1,1,1
40709856,0,normal,1,1,1,1,1
40803727,0,normal,1,1,1,1,1
39478003,1,normal,1,1,1,1,1
41021243,1,normal,1,1,1,1,1
40024280,0,normal,1,1,1,1,1
40688060,1,normal,1,1,1,1,1
40914591,1,normal,1,1,1,1,1
40333891,1,normal,1,1,1,1,1
39327214,1,normal,1,1,1,1,1
40855160,0,normal,1,1,1,1,1
40513245,0,normal,1,1,1,1,1
40709731,0,normal,1,1,1,1,1
40726499,0,normal,1,1,1,1,1
40987213,1,normal,1,1,1,1,1
38591871,0,normal,1,1,1,1,1
40640093,0,normal,1,1,1,1,1
40783128,0,normal,1,1,1,1,1
40167163,0,normal,1,1,1,1,1
40743905,0,normal,1,1,1,1,1
39612364,0,normal,1,1,1,1,1
39195765,0,normal,1,1,1,1,1
40982314,0,normal,1,1,1,1,1
40690392,0,normal,1,1,1,1,1
40969194,0,normal,1,1,1,1,1
39831406,0,normal,1,1,1,1,1
40930297,1,normal,1,1,1,1,1
40405716,0,normal,1,1,1,1,1
40915180,0,normal,1,1,1,1,1
40914351,0,normal,1,1,1,1,1
40995785,0,normal,1,1,1,1,1
40543320,0,normal,1,1,1,1,1
40862959,0,normal,1,1,1,1,1
40690410,0,normal,1,1,1,1,1
40953234,0,normal,1,1,1,1,1
39831861,0,normal,1,1,1,1,1
40265374,0,normal,1,1,1,1,1
40362586,0,normal,1,1,1,1,1
39840649,0,normal,1,1,1,1,1
40699712,0,normal,1,1,1,1,1
40238385,0,normal,1,1,1,1,1
40748378,0,normal,1,1,1,1,1
41016267,0,good,1,1,1,1,1
40690096,0,normal,1,1,1,1,1
40507688,1,normal,1,1,1,1,1
40531523,1,normal,1,1,1,1,1
40814583,0,good,1,1,1,1,1
40558849,1,normal,1,1,1,1,1
40569802,0,good,1,1,1,1,1
40564356,1,normal,1,1,1,1,1
40780005,0,good,1,1,1,1,1
40500280,0,good,1,1,1,1,1
40870148,0,normal,1,1,1,1,1
41020826,0,normal,1,1,1,1,1
40863149,0,normal,1,1,1,1,1
40454007,1,normal,1,1,1,1,1
40075150,0,good,1,1,1,1,1
40941826,1,normal,1,1,1,1,1
40923896,0,good,1,1,1,1,1
40796181,0,normal,1,1,1,1,1
40396003,0,normal,1,1,1,1,1
40845189,1,good,1,1,1,1,1
41032521,0,normal,1,1,1,1,1
41002579,0,normal,1,1,1,1,1
40151235,0,good,1,1,1,1,1
39271087,0,normal,1,1,1,1,1
40937030,1,normal,1,1,1,1,1
40964421,1,normal,1,1,1,1,1
40401848,0,normal,1,1,1,1,1
